Name;Relevance;Genre;Tags;Description;URI;Category
Mogul;;Music, Music History, Society & Culture, Documentary, History;;Mogul is a show about hip hop’s most iconic moments, told by the people who lived them. In our new interview series The Mogul Mixtapes, we’re talking to some of our all-time favorite people about their most treasured hip hop memories—the craziest parties, the nastiest beefs, and the most brilliant verses ever. Each episode comes with a curated playlist of essential tracks, songs that’ll make you feel like you hopped in the DeLorean and travelled back in time. Featuring OG artists like Ludacris and TI, incisive minds like Mouse Jones and Earlonne Woods, and a ton of other hip hop luminaries speaking straight from the heart.;spotify:show:4okzhZKxw5lSXcADxVxNRj;
Most Beautiful Flowers of the world ;;Science;;"This question may seem very tough to answer. Because every single flower in the world has its own beauty. What else to say, when you hear the word ‘beautiful’, the first thing may come to your mind is flowers.

Which is the most beautiful flower in the world?

It is also as tough as the previous question. Because there are a lot. But if you look closely, you can understand that some flowers have a number of unique features to outrank the rest. Here the list of 10 most beautiful flowers in the world.";spotify:show:016ajgeQXdEb0MiGLPgo6F;
Muzzle Blasts;;History;;"Muzzleloading and Living History isn't dying out, it's evolving.

Muzzle Blasts is the Oldest and Best Muzzleloading, Traditional craft, and Living History publication. 

We're now bringing the Muzzle Blasts Magazine into the digital era with our own podcast produced by the NMLRA.

Join today to help us preserve American History - NMLRA.org

 Support this podcast: <a href=""https://anchor.fm/muzzleblasts/support"" rel=""payment"">https://anchor.fm/muzzleblasts/support</a>";spotify:show:6kh9pEEvDSPM0Ef93z2HmF;
My Year in Mensa;;Society & Culture, Documentary;;Jamie Loftus takes you through her year in the high-IQ Mensa society, from taking the test as a joke to spending the Fourth of July with 2000 angry Mensans in Phoenix. Chaos reigns, but at least it tests well.;spotify:show:0HOAQQu2JglNvaTQXsCyC1;
MyThreeCats.com Podcast Series;;Science;;Welcome to MyThreeCats.com‘s podcast series, where the focus is Cats! You’ll learn valuable insights about cat care, cat behavior and other cat related topics. Check out our latest podcast right meow.;spotify:show:1CFArLi6NQzjQes4QYNP2W;
Mythology;;History, Arts, Society & Culture;;Myths endure for a reason. This episodic audio drama brings ancient myths to life for the modern audience. Each episode presents exciting stories and analysis of each myth's history and origins, giving insight into how our ancestors saw the universe. Mythology releases a new episode every Tuesday. Mythology is a production of Cutler Media and part of the Parcast Network.;spotify:show:1g056e2x0Y9AwW6CQF3qA5;
Myths, History, and DnD;;History;;"A podcast about mythology from around the world, the history of....well anything, and of course all things Dungeons and Dragons. 
If you have any ideas or topics you'd like for me to explore or elaborate on feel free to send me an e-mail mythshistorydnd@gmail.com  Support this podcast: <a href=""https://anchor.fm/mythshistorydnd/support"" rel=""payment"">https://anchor.fm/mythshistorydnd/support</a>";spotify:show:5ejY8aZSfyzoO2gERE1dLQ;
NIOD Rewind Podcast on War & Violence;;History;;The NIOD REWIND podcast presents interviews with scholars on the history and study of mass violence, war and genocide.;spotify:show:0wCuyO657e61DUWDwxYrjk;
Native Hawaiian;;History;;Native Hawaiian;spotify:show:6ANU1F4YtdgldTBNudSXAA;
Natural Disasters ;;History, Society & Culture, Science;;Tsunamis, volcanoes, tornadoes, earthquakes...these are real-life monsters. We like to think we’re prepared for a catastrophe. But time and time again, Mother Nature proves us wrong. Each week, Natural Disasters examines the earth’s biggest catastrophes that took countless lives, destroyed communities, and toppled civilizations. Natural Disasters is a Parcast Original with new episodes released every Thursday.;spotify:show:2vPbtummXL9L4UbLiezZmh;
Nazi Coffee Room;;History;;The podcast were we talk about Nazis and drink coffee;spotify:show:2CZeMpXywYmWy53SV2kWEm;
Nevertheless She Existed;;History;;"This is the radical feminist history party you've been waiting for. Recorded at Caveat in NYC, each episode of Nevertheless She Existed brings the story of an erased woman from history from our LES speakeasy right to your earbuds. You'll hear tales of gay nuns burned as witches, queens of NYC theives, mothers, warriors, and poets. The fabulous, funny, and fierce comedian Molly Gaebe serves as our host and voice as we travel down the rabbit hole of women's history. You'll laugh, you'll cry, you'll definitely say ""f*ck yeah"" because Nevertheless, She Existed.";spotify:show:5xiinQWwbMpjAyHTlhbccc;
New Orleans History;;History;;The history of New Orleans from colonization until 2020;spotify:show:3JMLhio2Ld1TNm0k49f9Ep;
NinjAnatomy;;Science, Life Sciences;;Fun-sized anatomy lessons on the go! Your host, Anjanette Nunez, is a Doctor of Physical Therapy, a Board Certified Orthopaedic Clinical Specialist with a Therapeutic Pain Specialist certification. On each episode, she’ll take you through a short clinical case study and break down neuromusculoskeletal gross anatomy into fun-sized digestible segments. Whether you’re a healthcare professional, a student, or someone with a shared love of neuromusculoskeletal anatomy, you’ll enjoy each episode.;spotify:show:3LXIzhzK5nTu6Pz1Cul7hu;
No Refills;;Science;;Pharmacy related with a dose of my interesting life;spotify:show:1Jkkt08ldBcA8jqgHUl52T;
Northman's Tales;;History;;"Sagas from Scandinavia and Iceland, Norse mythology, the history of vikings, runes and other tales from the North and the Germanic world. 

On this channel I'll be sharing the incredibly rich nordic literature and history with you, which is less known than it should be, since it contains hundreds of exciting and lively stories. Find out, how Norse gods protect the nine worlds of the universe, how mighty heroes from old sagas accomplished to defeat their fiercest enemies and how vikings and germanic people shook the ancient and medieval world.

I'm Mathias, let's discover the North together.";spotify:show:6Qw9MU7QIj4GxXQKHIQdA0;
Not Guilty;;True Crime, History, Society & Culture;;What defines guilt? Should we judge the accused based on the evidence found against them? Or by the decision made about them by a jury of their peers? Each week we look at complicated criminal cases, where the evidence and the verdict don’t always line up, testing the limits of “innocent until proven guilty.” Not Guilty is a production of Cutler Media and part of the Parcast Network.;spotify:show:0tnf9RnSMzA82ZVWMZ0sWE;
Nursology;;Science;;A podcast by nurses and nursing students, for nurses and nursing students! We aim to add value to your nursing career, whether that be as a student, a new grad, or a practiced nurse!;spotify:show:2XEdKBz5paziP13AfjyqXz;
Oldest Stories;;History;;This show is focused on the history and myth of the Cradle of Civilization, bronze age Mesopotamia, beginning with the dawn of writing. The show will cover the full history of Mesopotamia, from Gilgamesh to Nabonidas, a span of some 2500 years, with myths of heroes and gods, and tales of daily life peppered throughout. New episodes every Wednesday. Online at oldeststories.net. I hang at a discord at https://discord.gg/q8XPnpg;spotify:show:5PGrkXrRpTug5N4r1FRf4Y;
Open Your Mind: Psychology ;;Science;;"Welcome to Open Your Mind, a psychology based podcast that clarifies theories, busts myths and shows how awesome the science is.  Support this podcast: <a href=""https://anchor.fm/openyourmind/support"" rel=""payment"">https://anchor.fm/openyourmind/support</a>";spotify:show:1YOvLqCfjMOXabXC8earb3;
Otomentor;;Science;;"A podcast to provide mentorship for your Otolaryngology career. 
Please click on this link to provide feedback: https://ucdenver.co1.qualtrics.com/jfe/form/SV_40FYuvlhOL93wjj";spotify:show:1pSCnjJm0qZDZ0h2JIRe45;
Our Journey to Medicine;;Science;;"Welcome to Our Journey to Medicine Podcast! We are Kathleen and Edwin, two medical school applicants... who are dating! Join us as we talk about all things pre-med, including our candid experiences from undergrad, extracurricular activities, the MCAT, the application cycle, and much more. Support this podcast: <a href=""https://anchor.fm/our-journey-to-medicine/support"" rel=""payment"">https://anchor.fm/our-journey-to-medicine/support</a>";spotify:show:1dxSeJ2SAbM5VFtGqqp5jc;
Our Science;;Science;;An irreverent and off-beat look at the top 3 papers of the week. Serious science... not so serious people.;spotify:show:6KsV2jo6eaNqfgX8rY3Fit;
Paramedicine.com;;Science;;Paramedicine.com is a paramedic podcast focusing on translating research into practice.;spotify:show:5xrgmQept3pCHem0Yhjq14;
Parcast Daily;;True Crime, History, Society & Culture;;Every Monday through Friday, we present one fresh episode, hand-picked from a Parcast Original airing each week. With brand new episodes curated from over 40 podcasts, think of Parcast Daily as a sampler box of the very best Parcast has to offer. And you know what they say about chocolate boxes… You might hear about a calculating killer on Female Criminals, delve into the minds of history and fiction’s greatest bad guys on Villains, or spiral down into intrigue and speculation on Conspiracy Theories. Whatever your tastes, you’ll always get something new on Parcast Daily.;spotify:show:5aVyefIiIBeciQNgPGDOX4;
Parcast Presents: March Mysteries;;True Crime, Society & Culture, History;;When it comes to crime, some names stand out above the rest. The more wicked, the more well-known… Throughout the month of July, we’re bringing you the notorious killers, perplexing mysteries, and jaw dropping events that have stood the test of time. Look closely at the headlines... This is Parcast Presents: Infamous. Listen all month long, free on Spotify or wherever you get your podcasts!;spotify:show:3j3GybU9u03zLYqLUOSfPB;
Pee-Wee History;;History;;Historical topics told from a kid’s point of view;spotify:show:3XYDgZx5vHyl6rWBTt0u2E;
PermaJam Regenerative Culture Podcast;;Science, Earth Sciences;;"Members of the PermaJam Fam interviewing a diverse lineup of guests speaking on a wide range of topics like - Wellness; Permaculture; Ecology; Youth Empowerment; Indigenous Wisdom; Microbiology; Natural Building; Meditation and Yoga; Foraging; Plant Medicines and Herbalism; Rights of Nature; Politics; Soil Health; Growing Food; Composting; Non-Violent Communication; Gender Equality &amp; Racial Equality, Restorative Justice; Healing; Interdependence; Decolonization; Alternative Currencies; Primitive Skills with live musical performances and so much more!";spotify:show:4D4S1vkVnoUvIBLlqVFdVS;
PodMD;;Science;;"PodMD creates medical podcasts by doctors for doctors. It is a joint initiative between Dr Sean Mackay, (Melbourne-based surgeon) and Caroline Chaplin, (Director of RWS, a management company assisting doctors in private practice across Australia).
Remaining clinically up-to-date is an ongoing challenge. Doctors needed a way to reliably and conveniently stay informed.

Attending conferences can be expensive and topics are often narrowly focused. Reading medical journals is time consuming and will tend to be very “in-depth” but may lack the broader context that comes from clinical experience.";spotify:show:55rkMJu2PhMZrlu6jbjyKJ;
Podasaurus: The Prehistoric Podcast;;Science, Natural Sciences;;"Podasaurus: The Prehistoric Podcast

Just two/three guys talking dinos and other things prehistoric";spotify:show:6t3uEtcJxNneCvgC7dkraw;
Podcast Boraxs;;Science, Social Sciences;;Just talk!;spotify:show:0gpPd17MPP1QMoX7dOve8I;
Podcast Number 54;;Society & Culture, Documentary;;"Recordings of interviews for my upcoming book, The Number 54!

Thomas Cutinella’s story was not only the one that I resonated with, but just about everyone and their mother’s heart was touched in the small Long Island town of Shoreham-Wading River. Thomas was a 16-year old young man the day he stepped on the football field as our team’s captain. Thomas stumbled and went down after a hard hit just yards before us. He passed away that same night due to a traumatic brain injury. The “band of brothers” he taught our football team to be pushed onward in his name to win 3 Long Island Championships.";spotify:show:0EY6xoH9mwuhxLFh34GaWc;
Political Scandals ;;History, True Crime, News;;Discover how fast controversy can move up in the polls in Parcast’s new limited series, Political Scandals. From greed and lust to deceit and cover-ups, we’ll unpack the most shocking events in American history—all leading up to the 2020 election. Every Tuesday, join us as we breakdown the rise and fall of our most infamous elected officials, measuring the impact it had on the country and history.;spotify:show:2KBfl8eidzorW02RzQf9K8;
Premed Memory Training;;Science, Life Sciences;;"AEMind.com presents Pre-Med Memory Training with Memory Master Champion, Luis Angel. Future Medical Students will learn how to memorize all of the pre-medical school material quickly and easily. Support this podcast: <a href=""https://anchor.fm/premed/support"" rel=""payment"">https://anchor.fm/premed/support</a>";spotify:show:7l1FOtWHzZnhracksxVDe9;
Project Botany;;Science, Natural Sciences;;"The Project Botany podcast is a weekly audio tour of the fictional Project Botany facilities. Each of these tours will explore aspects of botany and help demystify the fascinating and mysterious field of botany.
Check out our website projectbotany.com and keep an eye for Project Botany on Facebook and Twitter.";spotify:show:74pH2wDJMJ84dR16WTAMQN;
Queen V: The Life of Queen Victoria;;History;;"The Life of Queen Victoria - Victoria's father was Prince Edward, Duke of Kent and Strathearn, the fourth son of the reigning King of the United Kingdom, George III. Until 1817, Edward's niece, Princess Charlotte of Wales, was the only legitimate grandchild of George III. Her death in 1817 precipitated a succession crisis that brought pressure on the Duke of Kent and his unmarried brothers to marry and have children. In 1818 he married Princess Victoria of Saxe-Coburg-Saalfeld, a widowed German princess with two children—Carl (1804–1856) and Feodora (1807–1872)—by her first marriage to the Pri Support this podcast: <a href=""https://anchor.fm/lifeofqueenvictoria/support"" rel=""payment"">https://anchor.fm/lifeofqueenvictoria/support</a>";spotify:show:11HFht21srz4Z9FxhDh49l;
RadCast;;Science;;"Grassroots journalism shining a light on all things #radiology

Make sure you follow us on instagram @Rad.Cast and find us on twitter @Radcastpodcast for the latest updates.";spotify:show:2fFP14NeFI7oc3A5RBzfSW;
Rambling About Rivers;;Science, Nature;;"Did you know that despite covering less than 1% of the Earth's surface, freshwater habitats house over 100,000 known species?

Rivers are arguably one of the most precious ecosystems on the planet. Despite this, they are under threat. Many of our rivers are barely functioning - but we're stepping in to save them. Tune into Rambling About Rivers to find out more about the threats facing rivers and what you can to do help.";spotify:show:7AbkrMaDISm8UpX0Bk1qcx;
Rare Disease, Cell & Gene Therapy Weekly RoundUp;;Science;;A weekly podcast highlighting the most important news developments and its impact on the orphan drug, cell and gene therapy world. Visit www.partners4access.com/podcasts/;spotify:show:22F6Cg8hwvhbJeZCZjXWae;
Real Science Real Life;;Science;;"Victoria and Daniel plan to develop an ongoing podcast, Real Science Real Life, that showcases the journeys of scientists in all types of disciplines and stages of life. We plan to discuss with our guests, their struggles and how they overcame them to get to where they are today. We also plan to learn more about the diverse backgrounds of our modern day scientists and to celebrate the different strengths each of us provides to the table of science. The importance of this is to show current and prospective scientists that they are not alone and they too can pursue a successful career in STEM.  Support this podcast: <a href=""https://anchor.fm/realsciencereallife/support"" rel=""payment"">https://anchor.fm/realsciencereallife/support</a>";spotify:show:6FxQOOGRNJ2AtOkeCWdJT3;
Real Time With Jayson;;Science, Social Sciences;;"We talk real issues with real people:
Become a Sponsor: https://anchor.fm/rtwjayson/support Support this podcast: <a href=""https://anchor.fm/rtwjayson/support"" rel=""payment"">https://anchor.fm/rtwjayson/support</a>";spotify:show:2xhy7fZFZKh3sJqzogDM83;
Reformations;;History;;The podcast for the H. Henry Meeter Center for Calvin Studies;spotify:show:1bKyBlILPgSeVY813XYJx2;
Refreshments and Narcotics ™️ Podcast;;Science;;"A midday nursing passion pick-me-up sharing tips/tricks, dissecting the realities behind the career and celebrating the unique world and lifestyle of nursing!

Please be advised that all HIPAA laws are followed, and all opinions shared are not affiliated with any health system or corporation.";spotify:show:6gIdouNNE7VZ8N01zcIWVj;
Revving Up History;;History;;United States History;spotify:show:2JqBhaixuo5VwB1i6rBAEP;
Rheumatoid Arthritis Disease;;Science;;This is my first episode about Rheumatoid Arthritis explaining some general information about the disease.;spotify:show:4wyYE9K7ELrFG6ilfBmfkD;
RockTape Podcast;;Science;;Welcome to the RockTape podcast, where we cover the latest and greatest in sports medicine / rehabilitation products and education. Nerd out about mobility, stability, healthcare today and the tools of the trade with master RockTape FMT instructor Dr. John Campione, DC.;spotify:show:5PxZU80MlDMre0uIH4Bu2N;
SCP Codex;;Science;;An unofficial audio adaptation of the Foundation's SCP articles.;spotify:show:2xrN452aVH2rlqMxMSDlmQ;
SCP-049 PODCAST;;History;;a detailed description on SCP-049 and SCP-049-2;spotify:show:2IFUvMkmmXjl4PL2ZNL4Be;
SDM's Wild World;;Science, Nature;;"SDM's Wild World is a wildlife photography podcast. We are a wildlife travel company with a focus on large predatory animals like; sharks, whales, bears and wildcats. We discuss, all things wild; photography, conservation and ecotourism. Our long term goal is to help predatory species with bad PR problems. Welcome to our Normal!";spotify:show:4YkLpsL7gB67iQfxhrfnrS;
Samanthaaa;;Science, Mathematics;;In my podcast ill be explaining step by step each math lesson in math 2.;spotify:show:2TjptLx9uQUaHhp6YB8jhW;
Samoan Scientist Podcast;;Science;;This is a platform to share my process and journey as a New Zealand born, Samoan women, scientist. As well as chatting to other indigenous scientists about their journey.;spotify:show:69TVCEjXVHAnepZ2uSZM9o;
Sasquatch The Legend The Podcast;;Science, Nature;;Sharing stories of personal Bigfoot encounters!;spotify:show:3JxFh4jLEoyClbSss9tZ0d;
Science Denial;;Science;;Just trying to get some truth out about Climate Change and other scientific Issues. Dr. David Allard, Professor of Biology, Texas A&M Universtiy-Texarkana.;spotify:show:3lGjQDn7xiZdiTEwTbkjjL;
Science Dose ;;Science;;"Health & Science podcast based in PR. We aim to bring clarity on scientific topics to the general public.
sciencedosepr@gmail.com
IG: @sciencedosepr 
TW: @sciencedosepr";spotify:show:6gld1hBIxiLxzSBSTgxOcs;
Science Quantum Physics Through Ayurveda Flow & Expansion.;;Science, Natural Sciences;;Budai are a collaboration of people in many forms sharing co-creatively infinite soundless to sound frequencies of vibrational adventures. Always open in expansion, shifting, oscilating but most of all ‘being’ exhilarated in a life that shares infinity, immersing into infinite sound waves connected to conscious growth always.;spotify:show:6QVJVMadmIVu04zjamlMDK;
Science Vs;;Science, Education, Health & Fitness;;There are a lot of fads, blogs and strong opinions, but then there’s SCIENCE. Science Vs is the show from Gimlet Media that finds out what’s fact, what’s not, and what’s somewhere in between. We do the hard work of sifting through all the science so you don't have to. This season we tackle football concussions, heartbreak, 5G networks, sleep, free healthcare, police use of force, asteroids and more.;spotify:show:5lY4b5PGOvMuOYOjOVEcb9;
Science With Shweta;;Science;;"We discuss the daily grind of a researcher, the significance of their research, limitations, and challenges they face & overcome. We meet the best scientists in the field. Also, we discuss mental health issues and the need to talk about it. Monthly discussion about the major breakthroughs in science and technology.

Contribute on Patreon- https://www.patreon.com/sciencewithshweta

Follow on Instagram- https://www.instagram.com/sciencewithshweta
Follow on Twitter- https://twitter.com/sciencewshweta

Stay Tuned, Thanks";spotify:show:28DAnHzOfbUoRkpj5OMqVI;
Scientists are People Too ;;Science;;"Hosted by Zoe Ford, ""Scientist are People Too"" centres around scientists presenting their work with a focus on their personal human story. Giving insight into the people, processes and realities of scientific research.";spotify:show:66hZJEvBByYo9vvMuegcod;
Sea-stainably Minded;;Science, Natural Sciences;;Conversations about living sustainably and raising awareness for conservation issues around the globe. With a lot of marine biology and fun sprinkled in the middle;spotify:show:2kQ74EsYhJYDjSyQbdKdSH;
Secret Menu Project;;Science, Social Sciences;;"""Your Introduction to Psychology class is a joke. Listen to this instead."" – 110 psychology students at University of Florida";spotify:show:1izo2iQ7B3YpSAMoJ5WGLn;
Secret Societies ;;True Crime, History, Society & Culture;;They’ve been around for thousands of years…orchestrating some of history’s most controversial events. And if not for their radical actions, you may never have even known they existed. Every Thursday, take a journey through hidden passageways and become a member of Parcast’s diabolical series, SECRET SOCIETIES. Each society is explored in 2 episodes—exposing the people and context responsible for its founding, and analyzing the psychology behind their beliefs.;spotify:show:7MIIBWDGXvzZthqznedAKR;
Serial Killers;;True Crime, History, Society & Culture;;Every Monday and Thursday, Serial Killers takes a psychological and entertaining approach to provide a rare glimpse into the mind, methods and madness of the most notorious serial killers with the hopes of better understanding their psychological profile. With the help of in-depth research, we delve deep into their lives and stories. Serial Killers is part of the Parcast Network and is a Cutler Media Production.;spotify:show:4ruq7mH0jg1sFi8KQhnGb8;
Shark-Cast;;Science, Life Sciences;;"Welcome to Shark-Cast, coming to you from Basking Shark Scotland headquarters in Oban, Scotland. 
On this show we'll be talking about all things related to sharks and shark science, as well as current topics in the wider marine science field. We'll also be having a good waffle on about what the team have been up to recently.";spotify:show:5Oz814VBDCklfq6yNo2Fop;
She Opts Out ;;Science, Nature;;"She Opts Out 

Founders and Co-Hosts 
Linda Alexander and Mandi Love

A Women’s Only Organization created specifically in order to Connect and Empower The Wiser Female Adventurer, who ages are typically in the range of 40- 100.

Women who are emerging (rather than aging) from being limited in time spent with commitments to family and life schedules.

We are women who now have more time to focus on our own interests, yet we have never made the time to expand on them and put those interests first.

Get Outside and Adventure With Us!";spotify:show:56VwCfCEVmp06oQGIVBscP;
Shots of Science Vs;;Science, Education, Health & Fitness;;Science Vs for Your Daily Drive;spotify:show:3yxUnWt3TJWXaKuRU2sLOg;
Simon Bolivar;;History;;History Check;spotify:show:1PeYHi29Xz2GPaoEJWsooO;
Sisterly History Mysteries;;History;;Two sisters living across the world from each other bond over their love of weird history, sharing delightful true (or mostly true) tales of the unusual, the scary, and the macabre.;spotify:show:6t7DFlD3UWlcnGRUUieVz5;
Sleepin' Beauties;;Science, Natural Sciences;;This podcast talks about sleep paralysis. I hope you enjoy!;spotify:show:3Mj8rRpiuX6VoA46Y58rzQ;
SocioTap;;Science, Social Sciences;;"A discussion on how this society works.An account of how we developed as a social being.A ""Tap"" into this ""Society"".";spotify:show:2KDglSd6xZU6BntF0E72mj;
Soil Sense;;Science, Natural Sciences;;Welcome to the Soil Sense Podcast, where we believe that building healthier soils is not just a prescription, but rather a pursuit. This journey requires collaboration, curiosity, and communication among farmers, agricultural researchers, agronomists, consultants, and extension. You’re going to hear their stories and discover how and why they’re working together to make sense out of what’s happening in the soil.;spotify:show:7amrLwNYVMDxT9ohDuqQsE;
Songs 4 FRCR: Radiology FRCR 2A Revision;;Science;;"UK Radiology SpRs helping you revise for Radiology FRCR exams - effortlessly!

Our new RAPIDS channel is now available, featuring short episodes for those of you in a hurry

https://anchor.fm/songs-4-frcr-rapids";spotify:show:3FA7poT1MNGUp50VjkzbkB;
Sporlan HVACR Podcast;;Science;;Whether you want to learn about Sporlan products or HVACR in general, this informative podcast is for you. Join Sporlan Sales Engineer, Henry Papa as he explains different aspects of the industry each week.;spotify:show:14SDi8JoZKlSo5C46CWKYM;
Sports Criminals ;;Sports, True Crime, History;;They’re sport’s greatest heroes… displaying superhuman-like abilities to overcome intense pressure. But when it comes to the downfalls of fame, money, and ego—they’re far more human than super. Every Thursday, Parcast’s original series SPORTS CRIMINALS keeps score on the darker side of sports. Each episode chronicles the meteoric rise and fall of some of the sports world’s biggest names.;spotify:show:4xx4i1EW7563ORnwbNvtL1;
Sprouting in STEM;;Science;;"TV and movies can make scientists look like old dudes in dorky ties. Sprouting in STEM is hoping to fix that. Budding physicists Audrey and Matt will be hosting casual discussions about the trials and tribulations of early careers in science, in order to make science more accessible to everyone, dorky tie or no. New episodes every week! Support this podcast: <a href=""https://anchor.fm/sprouting-in-stem/support"" rel=""payment"">https://anchor.fm/sprouting-in-stem/support</a>";spotify:show:1YxNuzlhAEdFiCtaFMODnb;
Statistics for the Social Sciences;;Science, Social Sciences;;"This course provides an introduction to the quantitative methods social scientists use to collect and evaluate empirical data about society. Students will learn to gather, describe, and analyze data with an emphasis on the application and interpretation of these methods. This course will also help students be more informed and critical readers of academic research, public opinion polling, and advertisement claims that present statistical evidence. 

Lecture slides and additional course material can be obtained by emailing bradrfulton@gmail.com";spotify:show:3NA20RWdSNIWlQ3j3j40Gv;
Summerhill HistoryGuy;;History;;A History teacher’s guide to the murky world of the Elizabethan Church settlement. Perfect to accompany the 16 mark questions.;spotify:show:2ahNe2NOZlvgSmgX4Zszqu;
Sunflowers;;Science, Nature;;Planting seeds in a flower pot;spotify:show:2k5GFDMNLQ8mHTHSa3FtE0;
Supercluster;;Science;;Supercluster is here to tell humanity’s greatest outer space stories. We’re exploring the amazing milestones that changed space history, the wildest ideas that drive our future, and every development in this new Golden Age of Space.;spotify:show:64ltupUuQJhuJsUqEMxCeh;
Survival;;History, Society & Culture, Health & Fitness;;When the stakes are life and death, you'd be surprised at the lengths you’d go to survive. Pain, hunger, and fear can seem like paralyzing obstacles, but in the face of real danger, they’re actually what keeps us alive. ​Every week, we'll follow a different survivor's visceral and inspiring fight for life, and examine how the trauma impacted them forever. ​These are the stories of what happens when the human self-preservation instinct is pushed to its limit, through the eyes of the world's most resilient survivors. Survival is a production of Cutler Media and part of the Parcast Network.;spotify:show:5JDHqI4nZe36mcOZI05sYI;
THE ARTISTS ( indie filmmakers podcast);;Arts, Visual Arts, Performing Arts, TV & Film, Film Interviews, Education, Fiction, Drama, Society & Culture, Documentary;;"A profession where Murphy's law is at its best!

In this podcast, we decipher the journey of the makers in the business of making films and unravel the challenges of being in this profession.

These candid conversations are also a reality check to millions out there who want to be in this very sort out and considerably glamorous profession.

New episode every Friday/ Saturday 
WHATS APP TO GET THE POD IN YOUR INBOX- 9324431451

Curated & Hosted by Suchita Bhhatia 
Brought to you by Metaphysical Lab & Ep.Log Media";spotify:show:7fIMCE6tj46ZSfwfiTKGL9;
THE FRCR TWO B PODCAST ;;Science;;Welcome to THE TWO B PODCAST from RADIOLOGY JAM. Our podcast gives top tips, differentials lists and knowledge nuggets tailored for the FRCR 2b viva exam! To find out more visit www.radiologyjam.com;spotify:show:30G3SfbxyqmRE8yR9WjRp9;
THE MARATHA EMPIRE;;History;;"In this podcast I am going to cover maratha empire rise and fall. 

It is empire of the great king shivaji maharaj. When mughal invaders was ruling India like a hell.
Shivaji raje stand against mughal's and dedicated his life to 'swarajya'.
After shivaji raje , his son sambhaji raje, then his grand son shahu raje ruled that empire. After bhosale(shivaji rajech family) peshava family start ruling over maratha empire. This is 150+ years of history in which maratha killed mughal rule and saffron flag established on delhi. 

This stories are not just for your entertainment, if you studied this journey, you will ready to fight your problems either it is in your professional life or personal life. 

This stories contain violence so you need to have lion heart and awaken mind.";spotify:show:4BnDoHfFwaTpd6EQRbNpTI;
THE1LVZ UNLEASHED;;History;;THE1LVZ'S ODD WITTY AND BASIC OUTLOOKS ON SHIT THAT AFFECTS THE DIASPORA;spotify:show:1ymON16BBKh5ggkKaPwMy8;
TRiPPiE Education;;Science;;"Training Responsibly in Preparing Psychedelic Induced Experiences🌀Trip stories from a variety of psychedelics (i.e. LSD, psilocybin mushrooms, Salvia Divinorum, DMT, MDMA, MDA, and Cannabis) and education regarding their history, therapeutic use, and socioeconomic implications. All told by a future Psychedelic-Assisted Psychotherapist. Support this podcast: <a href=""https://anchor.fm/thecosmicgiggle/support"" rel=""payment"">https://anchor.fm/thecosmicgiggle/support</a>";spotify:show:10UYzOuvGtVkWRrmsVJXV1;
Tabi-Tabi Podcast;;History;;A bi-weekly podcast about Philippine folkore, mysteries, paranormal stories and maybe some foreign myths.;spotify:show:64xYiqmuBwFS6q5pcuCQZJ;
Talk It Thru Podcasts;;Science, Social Sciences;;"Talk It Thru is a project that aims to give voice to the real people all over the world, trying to create a bigger awareness to the real problems we all face.
We will be sharing a series of conversations with people from all parts of the world, that share at least one characteristic: The desire to help others overcoming difficult situations

Stay tuned and let's Talk It Thru together";spotify:show:36ya5PbFOo5VhxTXWxkeyu;
Talking shit and making coffee;;History;;How about I don’t;spotify:show:1BZElVl8jZt1UykPKc7ETY;
Tank Nuts;;History;;Hosted by Richard Cutland a 30 year Veteran of the British Army serving with the Royal Tank Regiment. Tank Nuts is an in-depth conversation with the best guests from the Historical World including authors, stuntmen, veterans, celebrities and everything in between. All with incredible and fascinating life stories and a vast amount of knowledge to share.;spotify:show:7fVXB9ZZV4Fi3QjDk43tHJ;
Teh Tarik Podcast;;Science, Social Sciences;;This is a series of podcasts brought by Kawah Buku, an independent bookstore based at Bandar Baru Bangi, Malaysia. Borrowing the symbol and meaning represented by teh tarik, we would like to invite the public to listen to our special program of Teh Tarik Podcast which will feature an informal style of discussion, interview and chit-chatting on various topics and current issues as well as selected book reviews with our invited guest.;spotify:show:5KhZajMC0TSCP9QmdL6Twc;
That's Weird;;History;;An amateur cryptozoologist and a mediocre conspiracy theorist get together every other week to talk about the things that make them say “that’s weird!”;spotify:show:35XtrzxYog7yazLuyZIjIT;
That's all Ancient History now!;;History;;Pascal and Jacob take you on a winding journey through time. From Greece to Egypt, from Rome to Great Britain we will be with you along the way. When we started this podcast we knew nothing of the past, but That's All Ancient History Now!;spotify:show:2225HicVmhSoyvjB9Ye5je;
The ADIME Podcast;;Science;;"[Applied Discussions in Medical Ethics]

We are a group of medical students committed to fostering open, intellectually honest discussions on the most ethically concerning issues in medicine and broader society. Each month we will tackle a new topic with members of our own organization as well as with other student or physician guests.";spotify:show:6Od6YsKziC2qJX58XPJ3gK;
The AM Perspective;;Society & Culture, Documentary;;Two British students documenting their year abroad in Canada. Expect everything and anything to come up, from politics and feminism to musicals and film.;spotify:show:54RONBsLqEaroEK5z7GRSh;
The Amazing Case;;Science;;A short case presentation hosted my Emergency Medicine at Deakin, a medical-student run group interested in emergency medicine and critical care.;spotify:show:5dgObwf2Fkt2B3OBFASvPx;
